timestamp,sensor,voltage,adc_value
2026-01-17 04:00:00,temperature,3.912576266343129,800
2026-01-17 04:00:00,light,4.875873076879725,997
2026-01-17 04:00:00,moisture,2.949973449851714,603
2026-01-17 04:00:02,temperature,3.503233066274151,716
2026-01-17 04:00:04,temperature,3.0030248107757176,614
2026-01-17 04:00:05,light,4.113649445119754,841
2026-01-17 04:00:06,temperature,3.2310227383771895,661
2026-01-17 04:00:08,temperature,2.9103636338220236,595
2026-01-17 04:00:10,temperature,3.4962438378134686,715
2026-01-17 04:00:10,light,1.727916076338603,353
2026-01-17 04:00:12,temperature,3.381614183076131,691
2026-01-17 04:00:14,temperature,2.2928393663757705,469
2026-01-17 04:00:15,light,2.7585259550271224,564
2026-01-17 04:00:16,temperature,2.1958795883362816,449
2026-01-17 04:00:18,temperature,2.1595859063670733,441
2026-01-17 04:00:20,temperature,2.1680109031624744,443
2026-01-17 04:00:20,light,4.499355668635085,920
2026-01-17 04:00:22,temperature,2.564561135500117,524
2026-01-17 04:00:24,temperature,3.1769351012415408,650
2026-01-17 04:00:25,light,4.216972680011308,862
2026-01-17 04:00:26,temperature,2.3133940751476705,473
2026-01-17 04:00:28,temperature,3.4893684026743186,713
2026-01-17 04:00:30,temperature,2.653051859003991,542
2026-01-17 04:00:30,light,0.8978133543546096,183
2026-01-17 04:00:32,temperature,3.000556571891333,613
2026-01-17 04:00:34,temperature,2.807432209914391,574
2026-01-17 04:00:35,light,1.373406180824039,280
2026-01-17 04:00:36,temperature,3.2010968859212054,654
2026-01-17 04:00:38,temperature,2.8466041611906547,582
2026-01-17 04:00:40,light,3.893676466290783,796
2026-01-17 04:00:40,temperature,3.914824512672853,800
2026-01-17 04:00:42,temperature,3.129957904142095,640
2026-01-17 04:00:44,temperature,2.3144857352816595,473
2026-01-17 04:00:45,light,1.250188768793305,255
2026-01-17 04:00:46,temperature,3.6178920855542707,740
2026-01-17 04:00:48,temperature,2.9986877208448086,613
2026-01-17 04:00:50,temperature,2.6048814994544527,532
2026-01-17 04:00:50,light,1.1373695628319842,232
2026-01-17 04:00:52,temperature,2.5126861265345086,514
2026-01-17 04:00:54,temperature,3.190002851937782,652
2026-01-17 04:00:55,light,3.943878138166389,806
2026-01-17 04:00:56,temperature,2.719386333630622,556
2026-01-17 04:00:58,temperature,2.9170561219670534,596
2026-01-17 04:01:00,light,2.357063399999153,482
2026-01-17 04:01:00,temperature,3.033259258446142,620
2026-01-17 04:01:02,temperature,2.323689989164004,475
2026-01-17 04:01:04,temperature,3.22610351255414,660
2026-01-17 04:01:05,light,0.6464081168526509,132
2026-01-17 04:01:06,temperature,2.5011324523622895,511
2026-01-17 04:01:08,temperature,2.8474901679893367,582
2026-01-17 04:01:10,light,1.326960322792778,271
2026-01-17 04:01:10,temperature,2.8600079391542037,585
2026-01-17 04:01:12,temperature,3.6157488628032652,739
2026-01-17 04:01:14,temperature,2.335549083820977,477
2026-01-17 04:01:15,light,0.13041731768105025,26
2026-01-17 04:01:16,temperature,2.80331190879274,573
2026-01-17 04:01:18,temperature,3.3083268336897427,676
2026-01-17 04:01:20,light,0.9045717197043124,185
2026-01-17 04:01:20,temperature,3.1583552137489477,646
2026-01-17 04:01:22,temperature,3.125116871129322,639
2026-01-17 04:01:24,temperature,3.798361975534633,777
2026-01-17 04:01:25,light,3.619473033626299,740
2026-01-17 04:01:26,temperature,2.370069208783857,484
2026-01-17 04:01:28,temperature,2.646291854216609,541
2026-01-17 04:01:30,light,2.41347062877621,493
2026-01-17 04:01:30,temperature,2.9451550114425147,602
2026-01-17 04:01:32,temperature,2.770843091299983,566
2026-01-17 04:01:34,temperature,3.4236628635976762,700
2026-01-17 04:01:35,light,3.5210857872263923,720
2026-01-17 04:01:36,temperature,2.442179823824154,499
2026-01-17 04:01:38,temperature,3.240091898479381,662
2026-01-17 04:01:40,light,4.056140721795629,829
2026-01-17 04:01:40,temperature,2.5599416938357105,523
2026-01-17 04:01:42,temperature,3.890003622441073,795
2026-01-17 04:01:44,temperature,2.364919470419588,483
2026-01-17 04:01:45,light,4.711380998136768,963
2026-01-17 04:01:46,temperature,3.667309354982941,750
2026-01-17 04:01:48,temperature,3.3877898678929763,693
2026-01-17 04:01:50,temperature,3.398037651307291,695
2026-01-17 04:01:50,light,3.7231438686286618,761
2026-01-17 04:01:52,temperature,2.021675954355881,413
2026-01-17 04:01:54,temperature,3.7770250036551314,772
2026-01-17 04:01:55,light,3.6078212975992665,738
2026-01-17 04:01:56,temperature,2.718739962747197,556
2026-01-17 04:01:58,temperature,2.6678267121759047,545
2026-01-17 04:02:00,temperature,2.2502590908779623,460
2026-01-17 04:02:00,light,1.8190620756649993,372
2026-01-17 04:02:02,temperature,3.8928345899234227,796
2026-01-17 04:02:04,temperature,3.1267621510150194,639
2026-01-17 04:02:05,light,1.9085754443901604,390
2026-01-17 04:02:06,temperature,2.40804077415699,492
2026-01-17 04:02:08,temperature,2.052654874433926,419
2026-01-17 04:02:10,light,3.888235545214482,795
2026-01-17 04:02:10,temperature,3.413095412075745,698
2026-01-17 04:02:12,temperature,2.6046999454509003,532
2026-01-17 04:02:14,temperature,2.2776651671903547,466
2026-01-17 04:02:15,light,1.986578968935041,406
2026-01-17 04:02:16,temperature,3.0136586868052055,616
2026-01-17 04:02:18,temperature,3.28241102181909,671
2026-01-17 04:02:20,light,1.1187931179923831,228
2026-01-17 04:02:20,temperature,3.7178618462498254,760
2026-01-17 04:02:22,temperature,2.9551274769989186,604
2026-01-17 04:02:24,temperature,2.1044155989753976,430
2026-01-17 04:02:25,light,4.979076026138899,1018
2026-01-17 04:02:26,temperature,2.899297649944663,593
2026-01-17 04:02:28,temperature,3.218758918371152,658
2026-01-17 04:02:30,light,0.8449365851012158,172
2026-01-17 04:02:30,temperature,2.2777572389131864,466
2026-01-17 04:02:32,temperature,2.777514689991123,568
2026-01-17 04:02:34,temperature,3.0898424496028847,632
2026-01-17 04:02:35,light,2.375754710149192,486
2026-01-17 04:02:36,temperature,3.341791177138216,683
2026-01-17 04:02:38,temperature,3.0389961442769815,621
2026-01-17 04:02:40,light,4.904465631427458,1003
2026-01-17 04:02:40,temperature,3.230603737756252,660
2026-01-17 04:02:42,temperature,3.014244649830099,616
2026-01-17 04:02:44,temperature,3.4924143139526196,714
2026-01-17 04:02:45,light,2.6583264269268643,543
2026-01-17 04:02:46,temperature,3.432390578948658,702
2026-01-17 04:02:48,temperature,2.77898098059804,568
2026-01-17 04:02:50,temperature,2.3228083746031967,475
2026-01-17 04:02:50,light,1.2057943563297624,246
2026-01-17 04:02:52,temperature,3.978771665708674,814
2026-01-17 04:02:54,temperature,2.9602906520815497,605
2026-01-17 04:02:55,light,0.7978570928941786,163
2026-01-17 04:02:56,temperature,2.035263936101856,416
2026-01-17 04:02:58,temperature,2.202543557536168,450
2026-01-17 04:03:00,light,2.511633839732374,513
2026-01-17 04:03:00,temperature,2.8054767811628407,574
2026-01-17 04:03:02,temperature,3.6031860409162246,737
2026-01-17 04:03:04,temperature,2.150217151345453,439
2026-01-17 04:03:05,light,2.1906233517861433,448
2026-01-17 04:03:06,temperature,3.1349582643503746,641
2026-01-17 04:03:08,temperature,2.729100168118344,558
2026-01-17 04:03:10,light,1.6395351155669196,335
2026-01-17 04:03:10,temperature,2.711267565937976,554
2026-01-17 04:03:12,temperature,2.586588409842379,529
2026-01-17 04:03:14,temperature,2.8327373941873315,579
2026-01-17 04:03:15,light,3.06507125378391,627
2026-01-17 04:03:16,temperature,2.552663528116064,522
2026-01-17 04:03:18,temperature,2.1684517020360206,443
2026-01-17 04:03:20,temperature,3.5147006738830293,719
2026-01-17 04:03:20,light,0.7827990262503898,160
2026-01-17 04:03:22,temperature,2.441851787173929,499
2026-01-17 04:03:24,temperature,2.4126224759585764,493
2026-01-17 04:03:25,light,1.194144467330619,244
2026-01-17 04:03:26,temperature,3.2021260855346445,655
2026-01-17 04:03:28,temperature,2.2217711989906306,454
2026-01-17 04:03:30,light,1.2201832025384944,249
2026-01-17 04:03:30,temperature,3.6523494604506146,747
2026-01-17 04:03:32,temperature,2.7838739613303556,569
2026-01-17 04:03:34,temperature,3.1978243471930305,654
2026-01-17 04:03:35,light,0.3694513822127854,75
2026-01-17 04:03:36,temperature,2.529697038986515,517
2026-01-17 04:03:38,temperature,2.595903008182373,531
2026-01-17 04:03:40,temperature,3.525762415048158,721
2026-01-17 04:03:40,light,0.6893380507991648,141
2026-01-17 04:03:42,temperature,2.525171334821472,516
2026-01-17 04:03:44,temperature,2.4559984366750705,502
2026-01-17 04:03:45,light,1.9581053924796343,400
2026-01-17 04:03:46,temperature,3.510618155365539,718
2026-01-17 04:03:48,temperature,3.075652742200919,629
2026-01-17 04:03:50,temperature,3.058281646877528,625
2026-01-17 04:03:50,light,1.0518564260322583,215
2026-01-17 04:03:52,temperature,3.462612238639635,708
2026-01-17 04:03:54,temperature,3.9929943352856045,816
2026-01-17 04:03:55,light,0.5030995804065796,102
2026-01-17 04:03:56,temperature,2.0198715597392884,413
2026-01-17 04:03:58,temperature,3.081476768527023,630
